pc_idx,level,iteration,residuals
0,4,14,0.0170593
0,4,15,0.0162354
0,4,16,0.0150452
0,4,17,0.0164795
0,4,18,0.0154419
0,4,19,0.0172119
0,5,0,4.80406
0,5,1,-15.5964
0,5,2,-20.043
0,5,3,-20.2609
0,5,4,-18.0111
0,5,5,-14.9429
0,5,6,-11.9416
0,5,7,-9.33103
0,5,8,-7.17821
0,5,9,-5.45633
0,5,10,-4.10763
0,5,11,-3.06696
0,5,12,-2.2739
0,5,13,-1.67575
0,5,14,-1.22842
0,5,15,-0.895746
0,5,16,-0.650291
0,5,17,-0.469653
0,5,18,-0.338291
0,5,19,-0.241995
1,0,0,-1618.76
1,0,1,1174.01
1,0,2,11.0107
1,0,3,-3.01074
1,0,4,-6.55688
1,0,5,-7.51538
1,0,6,-7.29382
1,0,7,-6.66931
1,0,8,-5.96692
1,0,9,-5.30811
1,0,10,-4.73706
1,0,11,-4.26331
1,0,12,-3.87109
1,0,13,-3.54944
1,0,14,-3.28149
1,0,15,-3.05627
1,0,16,-2.87048
1,0,17,-2.70874
1,0,18,-2.57019
1,0,19,-2.44849
1,1,0,1259.8
1,1,1,-1174.35
1,1,2,-20.8901
1,1,3,-3.02039
1,1,4,-1.83679
1,1,5,0.0583496
1,1,6,1.2793
1,1,7,1.78674
1,1,8,1.83911
1,1,9,1.66528
1,1,10,1.41309
1,1,11,1.16858
1,1,12,0.961304
1,1,13,0.807129
1,1,14,0.692261
1,1,15,0.617188
1,1,16,0.572266
1,1,17,0.544922
1,1,18,0.538696
1,1,19,0.537109
1,2,0,-19.8865
1,2,1,65.5007
1,2,2,19.6226
1,2,3,-1.19312
1,2,4,-1.26074
1,2,5,-0.844727
1,2,6,-0.818359
1,2,7,-0.858276
1,2,8,-0.822144
1,2,9,-0.703247
1,2,10,-0.540771
1,2,11,-0.37146
1,2,12,-0.223389
1,2,13,-0.0981445
1,2,14,-0.00415039
1,2,15,0.0621338
1,2,16,0.110962
1,2,17,0.139526
1,2,18,0.15564
1,2,19,0.164307
1,3,0,62.947
1,3,1,-47.0896
1,3,2,-29.1599
1,3,3,-15.7163
1,3,4,-9.85815
1,3,5,-7.94653
1,3,6,-7.19043
1,3,7,-6.72998
1,3,8,-6.34668
1,3,9,-5.98486
1,3,10,-5.63135
1,3,11,-5.29004
1,3,12,-4.95483
1,3,13,-4.63135
1,3,14,-4.31958
1,3,15,-4.0188
1,3,16,-3.73755
1,3,17,-3.46753
1,3,18,-3.21265
1,3,19,-2.97437
1,4,0,1.94043
1,4,1,-29.2378
1,4,2,-12.4125
1,4,3,-4.74991
1,4,4,-2.54739
1,4,5,-1.96002
1,4,6,-1.49429
1,4,7,-0.913605
1,4,8,-0.274597
1,4,9,0.346588
1,4,10,0.904236
1,4,11,1.37903
1,4,12,1.76828
1,4,13,2.0766
1,4,14,2.31287
1,4,15,2.48724
1,4,16,2.60617
1,4,17,2.68008
1,4,18,2.71631
1,4,19,2.72113
1,5,0,-12.3776
1,5,1,-32.8584
1,5,2,-25.5717
1,5,3,-20.5916
1,5,4,-17.1486
1,5,5,-14.1018
1,5,6,-11.2032
1,5,7,-8.59787
1,5,8,-6.40487
1,5,9,-4.65434
1,5,10,-3.31285
1,5,11,-2.31764
1,5,12,-1.59952
1,5,13,-1.0948
1,5,14,-0.749071
1,5,15,-0.518973
1,5,16,-0.371602
1,5,17,-0.28101
1,5,18,-0.229797
1,5,19,-0.20375
